"option1","option2","option3","word1","word2","word3","word4","word5","word6"
"caramella, mappa","coperta, lavagna","verde, cassettiera","caramella","mappa","coperta","lavagna","verde","cassettiera"
"penna, lattuga","ciotola, bersaglio","limone, menta","penna","lattuga","ciotola","bersaglio","limone","menta"
"viola, cavolo","diario, posacenere","portafoglio, autostrada","viola","cavolo","diario","posacenere","portafoglio","autostrada"
"sole, crostino","candela, eccentrico","﻿anello, spremiagrumi","sole","crostino","candela","eccentrico","﻿anello","spremiagrumi"
"piatto, timone","cucchiaio, cavolo","caramella, documento","piatto","timone","cucchiaio","cavolo","caramella","documento"
"lavagna, lanterna","cucchiaio, verde","cucchiaio, crostino","lavagna","lanterna","cucchiaio","verde","cucchiaio","crostino"
"blu, posacenere","forchetta, autorità","portafoglio, pidocchio","blu","posacenere","forchetta","autorità","portafoglio","pidocchio"
"﻿anello, ciliegio","timone, leone","verde, limone","﻿anello","ciliegio","timone","leone","verde","limone"
"mais, sega","﻿anello, pomodoro","lavagna, libreria","mais","sega","﻿anello","pomodoro","lavagna","libreria"
"equilatero, mappa","spinaci, caramella","blu, caramella","equilatero","mappa","spinaci","caramella","blu","caramella"
"crostino, sega","rana, autorità","pidocchio, autorità","crostino","sega","rana","autorità","pidocchio","autorità"
"cucchiaio, viola","limone, rana","pidocchio, equilibrio","cucchiaio","viola","limone","rana","pidocchio","equilibrio"
"viola, ciliegio","coperta, piatto","timone, cavolo","viola","ciliegio","coperta","piatto","timone","cavolo"
"penna, viola","﻿anello, cuscino","﻿anello, lavagna","penna","viola","﻿anello","cuscino","﻿anello","lavagna"
"coccodrillo, equilibrio","eccentrico, ciliegio","spremiagrumi, eccentrico","coccodrillo","equilibrio","eccentrico","ciliegio","spremiagrumi","eccentrico"
"menta, sega","spinaci, cipolla","sole, damigiana","menta","sega","spinaci","cipolla","sole","damigiana"
"panchina, bersaglio","cuscino, caramella","coperta, satellite","panchina","bersaglio","cuscino","caramella","coperta","satellite"
"menta, appuntamento","cucchiaio, lanterna","gessetto, timone","menta","appuntamento","cucchiaio","lanterna","gessetto","timone"
"limone, cipolla","timone, pidocchio","damigiana, autorità","limone","cipolla","timone","pidocchio","damigiana","autorità"
"cucchiaio, limone","candela, bersaglio","leone, agenda","cucchiaio","limone","candela","bersaglio","leone","agenda"
"coperta, posacenere","caramella, autostrada","equilatero, autostrada","coperta","posacenere","caramella","autostrada","equilatero","autostrada"
"candela, appuntamento","forchetta, timone","rosa, autostrada","candela","appuntamento","forchetta","timone","rosa","autostrada"
"lavagna, equilibrio","portafoglio, damigiana","forchetta, posacenere","lavagna","equilibrio","portafoglio","damigiana","forchetta","posacenere"
"ciotola, limone","menta, crostino","portafoglio, documento","ciotola","limone","menta","crostino","portafoglio","documento"
"limone, damigiana","succo, soglia","posacenere, bidet","limone","damigiana","succo","soglia","posacenere","bidet"
"forchetta, libreria","fiammifero, portafoglio","giallo, damigiana","forchetta","libreria","fiammifero","portafoglio","giallo","damigiana"
"lavagna, ciliegio","sole, libreria","bidet, equilibrio","lavagna","ciliegio","sole","libreria","bidet","equilibrio"
"timone, crostino","coperta, eccentrico","fiammifero, damigiana","timone","crostino","coperta","eccentrico","fiammifero","damigiana"
"cucchiaio, giallo","rosa, appuntamento","braccialetto, pidocchio","cucchiaio","giallo","rosa","appuntamento","braccialetto","pidocchio"
"cucchiaio, ciliegio","cuscino, satellite","﻿anello, spinaci","cucchiaio","ciliegio","cuscino","satellite","﻿anello","spinaci"
"fiammifero, cassettiera","lattuga, mappa","coperta, equilibrio","fiammifero","cassettiera","lattuga","mappa","coperta","equilibrio"
"fiammifero, bidet","blu, equilatero","damigiana, bersaglio","fiammifero","bidet","blu","equilatero","damigiana","bersaglio"
"mais, panchina","cuscino, soglia","ciotola, fiammifero","mais","panchina","cuscino","soglia","ciotola","fiammifero"
"stuzzicadenti, autostrada","limone, libreria","spremiagrumi, sole","stuzzicadenti","autostrada","limone","libreria","spremiagrumi","sole"
"viola, crostino","﻿anello, candela","lavagna, satellite","viola","crostino","﻿anello","candela","lavagna","satellite"
"timone, autostrada","candela, agenda","timone, menta","timone","autostrada","candela","agenda","timone","menta"
"limone, equilatero","succo, mais","succo, damigiana","limone","equilatero","succo","mais","succo","damigiana"
"mais, libreria","equilatero, eccentrico","stuzzicadenti, agenda","mais","libreria","equilatero","eccentrico","stuzzicadenti","agenda"
"forchetta, giallo","candela, satellite","piatto, blu","forchetta","giallo","candela","satellite","piatto","blu"
"spremiagrumi, pomodoro","spremiagrumi, sega","forchetta, coccodrillo","spremiagrumi","pomodoro","spremiagrumi","sega","forchetta","coccodrillo"
"rosa, crostino","stuzzicadenti, blu","diario, pomodoro","rosa","crostino","stuzzicadenti","blu","diario","pomodoro"
"cucchiaio, cassettiera","cucchiaio, autorità","fiammifero, limone","cucchiaio","cassettiera","cucchiaio","autorità","fiammifero","limone"
"ciotola, mappa","stuzzicadenti, cassettiera","candela, cassettiera","ciotola","mappa","stuzzicadenti","cassettiera","candela","cassettiera"
"lattuga, cipolla","diario, cassettiera","verde, equilibrio","lattuga","cipolla","diario","cassettiera","verde","equilibrio"
"eccentrico, appuntamento","viola, damigiana","lavagna, rana","eccentrico","appuntamento","viola","damigiana","lavagna","rana"
"leone, cassettiera","posacenere, ciliegio","damigiana, libreria","leone","cassettiera","posacenere","ciliegio","damigiana","libreria"
"lavagna, caramella","penna, panchina","forchetta, autostrada","lavagna","caramella","penna","panchina","forchetta","autostrada"
"caramella, equilibrio","gessetto, succo","coperta, portafoglio","caramella","equilibrio","gessetto","succo","coperta","portafoglio"
"penna, autostrada","eccentrico, crostino","fiammifero, cavolo","penna","autostrada","eccentrico","crostino","fiammifero","cavolo"
"forchetta, portafoglio","lavagna, documento","diario, giallo","forchetta","portafoglio","lavagna","documento","diario","giallo"
"posacenere, damigiana","leone, satellite","﻿anello, documento","posacenere","damigiana","leone","satellite","﻿anello","documento"
"crostino, soglia","blu, equilibrio","lavagna, timone","crostino","soglia","blu","equilibrio","lavagna","timone"
"viola, agenda","caramella, satellite","menta, pidocchio","viola","agenda","caramella","satellite","menta","pidocchio"
"agenda, autostrada","stuzzicadenti, menta","coccodrillo, sega","agenda","autostrada","stuzzicadenti","menta","coccodrillo","sega"
"forchetta, damigiana","cucchiaio, lattuga","lanterna, cassettiera","forchetta","damigiana","cucchiaio","lattuga","lanterna","cassettiera"
"spremiagrumi, ciliegio","braccialetto, forchetta","rosa, autorità","spremiagrumi","ciliegio","braccialetto","forchetta","rosa","autorità"
"caramella, appuntamento","lattuga, damigiana","stuzzicadenti, verde","caramella","appuntamento","lattuga","damigiana","stuzzicadenti","verde"
"lavagna, agenda","piatto, pidocchio","blu, documento","lavagna","agenda","piatto","pidocchio","blu","documento"
"spremiagrumi, coccodrillo","rana, caramella","cuscino, autostrada","spremiagrumi","coccodrillo","rana","caramella","cuscino","autostrada"
"diario, viola","braccialetto, caramella","cucchiaio, eccentrico","diario","viola","braccialetto","caramella","cucchiaio","eccentrico"
"succo, autorità","cavolo, equilatero","blu, bersaglio","succo","autorità","cavolo","equilatero","blu","bersaglio"
"blu, leone","limone, pomodoro","sole, appuntamento","blu","leone","limone","pomodoro","sole","appuntamento"
"timone, lattuga","forchetta, pidocchio","cuscino, bersaglio","timone","lattuga","forchetta","pidocchio","cuscino","bersaglio"
"giallo, cavolo","candela, damigiana","sole, cassettiera","giallo","cavolo","candela","damigiana","sole","cassettiera"
"satellite, bersaglio","rana, damigiana","sega, autorità","satellite","bersaglio","rana","damigiana","sega","autorità"
"candela, rosa","lattuga, rana","penna, giallo","candela","rosa","lattuga","rana","penna","giallo"
"cavolo, sega","pomodoro, autorità","lanterna, equilibrio","cavolo","sega","pomodoro","autorità","lanterna","equilibrio"
"braccialetto, damigiana","damigiana, agenda","﻿anello, equilibrio","braccialetto","damigiana","damigiana","agenda","﻿anello","equilibrio"
"rana, pidocchio","portafoglio, equilibrio","diario, spremiagrumi","rana","pidocchio","portafoglio","equilibrio","diario","spremiagrumi"
"blu, pomodoro","pomodoro, mappa","diario, appuntamento","blu","pomodoro","pomodoro","mappa","diario","appuntamento"
"penna, lanterna","bidet, ciliegio","ciotola, pomodoro","penna","lanterna","bidet","ciliegio","ciotola","pomodoro"
"rana, soglia","stuzzicadenti, succo","cuscino, coccodrillo","rana","soglia","stuzzicadenti","succo","cuscino","coccodrillo"
"limone, bidet","cavolo, lattuga","candela, giallo","limone","bidet","cavolo","lattuga","candela","giallo"
"limone, equilibrio","eccentrico, sega","braccialetto, verde","limone","equilibrio","eccentrico","sega","braccialetto","verde"
"cavolo, posacenere","ciotola, portafoglio","menta, spinaci","cavolo","posacenere","ciotola","portafoglio","menta","spinaci"
"gessetto, piatto","stuzzicadenti, autorità","piatto, libreria","gessetto","piatto","stuzzicadenti","autorità","piatto","libreria"
"candela, equilatero","ciotola, cipolla","portafoglio, stuzzicadenti","candela","equilatero","ciotola","cipolla","portafoglio","stuzzicadenti"
"forchetta, agenda","﻿anello, panchina","spinaci, documento","forchetta","agenda","﻿anello","panchina","spinaci","documento"
"diario, rosa","piatto, eccentrico","coperta, crostino","diario","rosa","piatto","eccentrico","coperta","crostino"
"braccialetto, timone","gessetto, eccentrico","forchetta, cassettiera","braccialetto","timone","gessetto","eccentrico","forchetta","cassettiera"
"lanterna, satellite","gessetto, appuntamento","diario, agenda","lanterna","satellite","gessetto","appuntamento","diario","agenda"
"piatto, portafoglio","coperta, autostrada","limone, soglia","piatto","portafoglio","coperta","autostrada","limone","soglia"
"portafoglio, soglia","sole, soglia","ciliegio, equilibrio","portafoglio","soglia","sole","soglia","ciliegio","equilibrio"
"penna, sega","autostrada, appuntamento","lattuga, pidocchio","penna","sega","autostrada","appuntamento","lattuga","pidocchio"
"portafoglio, cipolla","fiammifero, giallo","spremiagrumi, rana","portafoglio","cipolla","fiammifero","giallo","spremiagrumi","rana"
"﻿anello, coccodrillo","cuscino, autorità","equilatero, agenda","﻿anello","coccodrillo","cuscino","autorità","equilatero","agenda"
"fiammifero, soglia","mais, bersaglio","rosa, posacenere","fiammifero","soglia","mais","bersaglio","rosa","posacenere"
"portafoglio, agenda","penna, autorità","﻿anello, equilatero","portafoglio","agenda","penna","autorità","﻿anello","equilatero"
"spinaci, libreria","lanterna, agenda","ciotola, leone","spinaci","libreria","lanterna","agenda","ciotola","leone"
"rosa, documento","posacenere, crostino","pomodoro, documento","rosa","documento","posacenere","crostino","pomodoro","documento"
"lanterna, equilatero","spinaci, mappa","cipolla, appuntamento","lanterna","equilatero","spinaci","mappa","cipolla","appuntamento"
"lattuga, lanterna","ciotola, pidocchio","stuzzicadenti, libreria","lattuga","lanterna","ciotola","pidocchio","stuzzicadenti","libreria"
"blu, pidocchio","penna, ciliegio","candela, cucchiaio","blu","pidocchio","penna","ciliegio","candela","cucchiaio"
"viola, leone","sole, pidocchio","piatto, cipolla","viola","leone","sole","pidocchio","piatto","cipolla"
"succo, lanterna","lavagna, damigiana","posacenere, autostrada","succo","lanterna","lavagna","damigiana","posacenere","autostrada"
"fiammifero, piatto","sole, bersaglio","penna, spremiagrumi","fiammifero","piatto","sole","bersaglio","penna","spremiagrumi"
"diario, crostino","lanterna, crostino","pomodoro, lanterna","diario","crostino","lanterna","crostino","pomodoro","lanterna"
"cuscino, giallo","fiammifero, libreria","blu, cavolo","cuscino","giallo","fiammifero","libreria","blu","cavolo"
"cavolo, cipolla","penna, eccentrico","piatto, documento","cavolo","cipolla","penna","eccentrico","piatto","documento"
"coccodrillo, damigiana","leone, libreria","ciotola, damigiana","coccodrillo","damigiana","leone","libreria","ciotola","damigiana"
"viola, posacenere","candela, verde","rosa, equilibrio","viola","posacenere","candela","verde","rosa","equilibrio"
"cuscino, spinaci","spremiagrumi, pidocchio","limone, leone","cuscino","spinaci","spremiagrumi","pidocchio","limone","leone"
"lavagna, mappa","stuzzicadenti, leone","cuscino, cipolla","lavagna","mappa","stuzzicadenti","leone","cuscino","cipolla"
"succo, appuntamento","coperta, caramella","penna, mappa","succo","appuntamento","coperta","caramella","penna","mappa"
"penna, equilatero","coperta, viola","lanterna, bidet","penna","equilatero","coperta","viola","lanterna","bidet"
"coperta, menta","rosa, bidet","cucchiaio, appuntamento","coperta","menta","rosa","bidet","cucchiaio","appuntamento"
"spremiagrumi, documento","crostino, libreria","penna, documento","spremiagrumi","documento","crostino","libreria","penna","documento"
"caramella, ciliegio","ciotola, rana","portafoglio, crostino","caramella","ciliegio","ciotola","rana","portafoglio","crostino"
"verde, crostino","panchina, soglia","braccialetto, diario","verde","crostino","panchina","soglia","braccialetto","diario"
"sega, ciliegio","ciotola, cavolo","crostino, autorità","sega","ciliegio","ciotola","cavolo","crostino","autorità"
"cavolo, cassettiera","cavolo, documento","spremiagrumi, lattuga","cavolo","cassettiera","cavolo","documento","spremiagrumi","lattuga"
"portafoglio, autorità","penna, bidet","viola, bidet","portafoglio","autorità","penna","bidet","viola","bidet"
"﻿anello, cucchiaio","leone, crostino","mais, autostrada","﻿anello","cucchiaio","leone","crostino","mais","autostrada"
"cucchiaio, coccodrillo","stuzzicadenti, coccodrillo","pomodoro, coccodrillo","cucchiaio","coccodrillo","stuzzicadenti","coccodrillo","pomodoro","coccodrillo"
"cuscino, pidocchio","candela, ciotola","gessetto, mappa","cuscino","pidocchio","candela","ciotola","gessetto","mappa"
"blu, agenda","gessetto, lattuga","menta, autostrada","blu","agenda","gessetto","lattuga","menta","autostrada"
"diario, portafoglio","lavagna, equilatero","cavolo, leone","diario","portafoglio","lavagna","equilatero","cavolo","leone"
"lattuga, autostrada","coperta, spinaci","fiammifero, gessetto","lattuga","autostrada","coperta","spinaci","fiammifero","gessetto"
"ciliegio, bersaglio","coperta, lanterna","candela, lanterna","ciliegio","bersaglio","coperta","lanterna","candela","lanterna"
"giallo, pomodoro","gessetto, autorità","mais, posacenere","giallo","pomodoro","gessetto","autorità","mais","posacenere"
